Source	Target	Change
Chìchi tö Po'tak kuèmi̠	Kë̀ chìchi tö Po'tak kuèpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Chìchi tö Po'tak kuèmi̠	Po'tak kö̀r	TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèmi̠	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèmi̠	Po'tak kö̀rke̠	TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèmi̠	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèmi̠	Po'tak kö̀rmi̠	TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèmi̠	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèmi̠	Po'tak kö̀rdâ	TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèmi̠	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèmi̠	Chìchi a̠ Po'tak kö́r	MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kuèmi̠	Kë̀ chìchi a̠ Po'tak kö́r	TYPE:NEG;MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuök	Kë̀ chìchi tö Po'tak kue	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuök	Chìchi kë̀ ku̠ Po'tak kuö́k	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuök	Kë̀ Po'tak kuök	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuök	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ chìchi tö Po'tak kuök	Kë̀ chìchi é̠n a̠ Po'tak kua'ku̠	TYPE:NEG;MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuök	Kë̀ chìchi tö Po'tak kuèku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuök	Kë̀ chìchi tö Po'tak kuèpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuök	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ chìchi tö Po'tak kuök	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Kë̀ chìchi tö Po'tak kuök	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Kë̀ chìchi tö Po'tak kuök	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Kë̀ chìchi tö Po'tak kuök	Kë̀ chìchi a̠ Po'tak kö́r	TYPE:NEG;MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Chìchi tö Po'tak kuémi̠	TENSE:PRF_REC;ASPECT:INC
Chìchi tö Po'tak kuèrâ	Chìchi tö Po'tak kuè	TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Kë̀ chìchi tö Po'tak kue	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Chìchi tso Po'tak kuö́k	TENSE:IPFV_PROG;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Chìchi kë̀ ku̠ Po'tak kuö́k	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Po'tak kuö́	MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Kë̀ Po'tak kuök	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèrâ	Po'tak kuö̀ sö	MODE:EXH;TENSE:IPFV_REC;ASPECT:IPFV;PERSON:1_PL_INC
Chìchi tö Po'tak kuèrâ	Chìchi é̠n a̠ Po'tak kua'ku̠	MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Kë̀ chìchi é̠n a̠ Po'tak kua'ku̠	TYPE:NEG;MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Chìchi tö Po'tak kuèke̠	TENSE:IPFV_HAB;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Kë̀ chìchi tö Po'tak kuèku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Chìchi tö Po'tak kuèmi̠	TENSE:FUT_POT;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Kë̀ chìchi tö Po'tak kuök	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Kë̀ chìchi tö Po'tak kuèpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Po'tak kö̀r	TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèrâ	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèrâ	Po'tak kö̀rke̠	TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèrâ	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèrâ	Po'tak kö̀rmi̠	TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèrâ	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèrâ	Po'tak kö̀rdâ	TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèrâ	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kuèrâ	Chìchi a̠ Po'tak kö́r	MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kuèrâ	Kë̀ chìchi a̠ Po'tak kö́r	TYPE:NEG;MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuèpa	Kë̀ chìchi tö Po'tak kue	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuèpa	Chìchi kë̀ ku̠ Po'tak kuö́k	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuèpa	Kë̀ Po'tak kuök	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuèpa	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ chìchi tö Po'tak kuèpa	Kë̀ chìchi é̠n a̠ Po'tak kua'ku̠	TYPE:NEG;MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuèpa	Kë̀ chìchi tö Po'tak kuèku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuèpa	Kë̀ chìchi tö Po'tak kuök	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV
Kë̀ chìchi tö Po'tak kuèpa	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ chìchi tö Po'tak kuèpa	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Kë̀ chìchi tö Po'tak kuèpa	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Kë̀ chìchi tö Po'tak kuèpa	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Kë̀ chìchi tö Po'tak kuèpa	Kë̀ chìchi a̠ Po'tak kö́r	TYPE:NEG;MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Po'tak kö̀ne̠	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀ne̠	Kë̀ Po'tak kö̀ne̠	TYPE:NEG;VOICE:MID
Po'tak kö̀ne̠	Po'tak kö̀na̠	TENSE:PRF_REC;VOICE:MID
Po'tak kö̀ne̠	Kë̀ Po'tak kö̀ne̠	TYPE:NEG;TENSE:PRF_REC;VOICE:MID
Po'tak kö̀ne̠	Po'tak kö̀r	TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀ne̠	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀ne̠	Po'tak kö̀rke̠	TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Po'tak kö̀ne̠	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Po'tak kö̀ne̠	Po'tak kö̀rmi̠	TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Po'tak kö̀ne̠	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Po'tak kö̀ne̠	Po'tak kö̀rdâ	TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Po'tak kö̀ne̠	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀ne̠	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀ne̠	Kë̀ Po'tak kö̀ne̠	TYPE:NEG;TENSE:PRF_REC;VOICE:MID
Kë̀ Po'tak kö̀ne̠	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀ne̠	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀ne̠	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀ne̠	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Po'tak kö̀na̠	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀na̠	Kë̀ Po'tak kö̀ne̠	TYPE:NEG;TENSE:PRF_REC;VOICE:MID
Po'tak kö̀na̠	Po'tak kö̀r	TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀na̠	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀na̠	Po'tak kö̀rke̠	TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Po'tak kö̀na̠	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Po'tak kö̀na̠	Po'tak kö̀rmi̠	TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Po'tak kö̀na̠	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Po'tak kö̀na̠	Po'tak kö̀rdâ	TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Po'tak kö̀na̠	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀ne̠	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀ne̠	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀ne̠	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀ne̠	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀ne̠	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Po'tak kö̀r	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀r	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀r	Po'tak kö̀rke̠	TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Po'tak kö̀r	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Po'tak kö̀r	Po'tak kö̀rmi̠	TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Po'tak kö̀r	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Po'tak kö̀r	Po'tak kö̀rdâ	TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Po'tak kö̀r	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kör	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kör	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kör	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kör	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rke̠	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rke̠	Po'tak kö̀r	TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rke̠	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rke̠	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rke̠	Po'tak kö̀rmi̠	TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rke̠	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rke̠	Po'tak kö̀rdâ	TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rke̠	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀rku̠	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀rku̠	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀rku̠	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀rku̠	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rmi̠	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rmi̠	Po'tak kö̀r	TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rmi̠	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rmi̠	Po'tak kö̀rke̠	TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rmi̠	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rmi̠	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rmi̠	Po'tak kö̀rdâ	TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rmi̠	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀nu̠k	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀nu̠k	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀nu̠k	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀nu̠k	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rdâ	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rdâ	Po'tak kö̀r	TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rdâ	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rdâ	Po'tak kö̀rke̠	TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rdâ	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rdâ	Po'tak kö̀rmi̠	TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rdâ	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Po'tak kö̀rdâ	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀rpa	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀rpa	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀rpa	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Kë̀ Po'tak kö̀rpa	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Chìchi wa̠ Po'tak kö́rule	Chìchi tö Po'tak kué	TENSE:PRF_REC
Chìchi wa̠ Po'tak kö́rule	Chìchi kë̀ wa̠ Po'tak kö̀ne̠	TYPE:NEG;TENSE:PRF_REC
Chìchi wa̠ Po'tak kö́rule	Chìchi tö Po'tak kuémi̠	TENSE:PRF_REC;ASPECT:INC
Chìchi wa̠ Po'tak kö́rule	Chìchi tö Po'tak kuè	TENSE:IPFV_REC;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Kë̀ chìchi tö Po'tak kue	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Chìchi tso Po'tak kuö́k	TENSE:IPFV_PROG;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Chìchi kë̀ ku̠ Po'tak kuö́k	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Chìchi bák Po'tak kuö́k	TENSE:PRF_PROG
Chìchi wa̠ Po'tak kö́rule	Chìchi kë̀ ku̠'bak Po'tak kuö́k	TYPE:NEG;TENSE:PRF_PROG
Chìchi wa̠ Po'tak kö́rule	Po'tak kuö́	MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Kë̀ Po'tak kuök	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi wa̠ Po'tak kö́rule	Po'tak kuö̀ sö	MODE:EXH;TENSE:IPFV_REC;ASPECT:IPFV;PERSON:1_PL_INC
Chìchi wa̠ Po'tak kö́rule	Chìchi é̠n a̠ Po'tak kua'ku̠	MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Kë̀ chìchi é̠n a̠ Po'tak kua'ku̠	TYPE:NEG;MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Chìchi tö Po'tak kuèke̠	TENSE:IPFV_HAB;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Kë̀ chìchi tö Po'tak kuèku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Chìchi tö Po'tak kuèmi̠	TENSE:FUT_POT;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Kë̀ chìchi tö Po'tak kuök	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Chìchi tö Po'tak kuèrâ	TENSE:FUT_CER;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Kë̀ chìchi tö Po'tak kuèpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Po'tak kö̀na̠	TENSE:PRF_REC;VOICE:MID
Chìchi wa̠ Po'tak kö́rule	Kë̀ Po'tak kö̀ne̠	TYPE:NEG;TENSE:PRF_REC;VOICE:MID
Chìchi wa̠ Po'tak kö́rule	Po'tak kö̀r	TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi wa̠ Po'tak kö́rule	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi wa̠ Po'tak kö́rule	Po'tak kö̀rke̠	TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Chìchi wa̠ Po'tak kö́rule	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Chìchi wa̠ Po'tak kö́rule	Po'tak kö̀rmi̠	TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Chìchi wa̠ Po'tak kö́rule	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Chìchi wa̠ Po'tak kö́rule	Po'tak kö̀rdâ	TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Chìchi wa̠ Po'tak kö́rule	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Chìchi wa̠ Po'tak kö́rule	Chìchi kë̀ wa̠ Po'tak kö́rule	TYPE:NEG;TENSE:PAS_PLU
Chìchi wa̠ Po'tak kö́rule	Chìchi a̠ Po'tak kö́r	MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi wa̠ Po'tak kö́rule	Kë̀ chìchi a̠ Po'tak kö́r	TYPE:NEG;MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi kë̀ wa̠ Po'tak kö́rule	Chìchi kë̀ wa̠ Po'tak kö̀ne̠	TYPE:NEG;TENSE:PRF_REC
Chìchi kë̀ wa̠ Po'tak kö́rule	Kë̀ chìchi tö Po'tak kue	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi kë̀ wa̠ Po'tak kö́rule	Chìchi kë̀ ku̠ Po'tak kuö́k	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Chìchi kë̀ wa̠ Po'tak kö́rule	Chìchi kë̀ ku̠'bak Po'tak kuö́k	TYPE:NEG;TENSE:PRF_PROG
Chìchi kë̀ wa̠ Po'tak kö́rule	Kë̀ Po'tak kuök	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi kë̀ wa̠ Po'tak kö́rule	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi kë̀ wa̠ Po'tak kö́rule	Kë̀ chìchi é̠n a̠ Po'tak kua'ku̠	TYPE:NEG;MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi kë̀ wa̠ Po'tak kö́rule	Kë̀ chìchi tö Po'tak kuèku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV
Chìchi kë̀ wa̠ Po'tak kö́rule	Kë̀ chìchi tö Po'tak kuök	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV
Chìchi kë̀ wa̠ Po'tak kö́rule	Kë̀ chìchi tö Po'tak kuèpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Chìchi kë̀ wa̠ Po'tak kö́rule	Kë̀ Po'tak kö̀ne̠	TYPE:NEG;TENSE:PRF_REC;VOICE:MID
Chìchi kë̀ wa̠ Po'tak kö́rule	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi kë̀ wa̠ Po'tak kö́rule	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Chìchi kë̀ wa̠ Po'tak kö́rule	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
