Source	Target	Change
Be' dör ye' tsí bi'	Ye' tsí bìne̠	VOICE:MID;PERSON:NA
Be' dör ye' tsí bi'	Kë̀ ye' tsí bìne̠	TYPE:NEG;VOICE:MID;PERSON:NA
Be' dör ye' tsí bi'	Ye' tsí bìna̠	TENSE:PRF_REC;VOICE:MID;PERSON:NA
Be' dör ye' tsí bi'	Kë̀ ye' tsí bìne̠	TYPE:NEG;TENSE:PRF_REC;VOICE:MID;PERSON:NA
Be' dör ye' tsí bi'	Ye' tsí bìr	TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID;PERSON:NA
Be' dör ye' tsí bi'	Kë̀ ye' tsí bir	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID;PERSON:NA
Be' dör ye' tsí bi'	Ye' tsí bìrke̠	TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID;PERSON:NA
Be' dör ye' tsí bi'	Kë̀ ye' tsí bìrku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID;PERSON:NA
Be' dör ye' tsí bi'	Ye' tsí bìrmi̠	TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID;PERSON:NA
Be' dör ye' tsí bi'	Kë̀ ye' tsí bìnu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID;PERSON:NA
Be' dör ye' tsí bi'	Ye' tsí bìrdâ	TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID;PERSON:NA
Be' dör ye' tsí bi'	Kë̀ ye' tsí bìrpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID;PERSON:NA
Be' dör ye' tsí bi'	Be' wa̠ ye' tsí bírule	TENSE:PAS_PLU
Be' dör ye' tsí bi'	Be' kë̀ wa̠ ye' tsí bírule	TYPE:NEG;TENSE:PAS_PLU
Be' dör ye' tsí bi'	Be' a̠ ye' tsí bír	MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Be' dör ye' tsí bi'	Kë̀ be' a̠ ye' tsí bír	TYPE:NEG;MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Ye' e̠' tkë'rë	Ye' e̠' tkére	TENSE:PRF_REC
Ye' e̠' tkë'rë	Be' e̠' tkë'rë	PERSON:2_SI
Ye' e̠' tkë'rë	Be' e̠' tkére	TENSE:PRF_REC;PERSON:2_SI
Ye' e̠' tkë'rë	Ie' e̠' tkë'rë	PERSON:3_SI
Ye' e̠' tkë'rë	Ie' e̠' tkére	TENSE:PRF_REC;PERSON:3_SI
Ye' e̠' tkë'rë	Sa' e̠' tkë'rë	ABSNUM:PL;PERSON:1_PL_EXC
Ye' e̠' tkë'rë	Sa' e̠' tkére	TENSE:PRF_REC;ABSNUM:PL;PERSON:1_PL_EXC
Ye' e̠' tkë'rë	Se' e̠' tkë'rë	ABSNUM:PL;PERSON:1_PL_INC
Ye' e̠' tkë'rë	Se' e̠' tkére	TENSE:PRF_REC;ABSNUM:PL;PERSON:1_PL_INC
Ye' e̠' tkë'rë	A' e̠' tkë'rë	ABSNUM:PL;PERSON:2_PL
Ye' e̠' tkë'rë	A' e̠' tkére	TENSE:PRF_REC;ABSNUM:PL;PERSON:2_PL
Ye' e̠' tkë'rë	Ie'pa e̠' tkë'rë	ABSNUM:PL;PERSON:3_PL
Ye' e̠' tkë'rë	Ie'pa e̠' tkére	TENSE:PRF_REC;ABSNUM:PL;PERSON:3_PL
Ye' e̠' tkë'rë	Ye' e̠' tkö̀rö	TENSE:IPFV_REC;ASPECT:IPFV
Ye' e̠' tkë'rë	Be' e̠' tkö̀rö	TENSE:IPFV_REC;ASPECT:IPFV;PERSON:2_SI
Ye' e̠' tkë'rë	Ie' e̠' tkö̀rö	TENSE:IPFV_REC;ASPECT:IPFV;PERSON:3_SI
Ye' e̠' tkë'rë	Sa' e̠' tkö̀rö	TENSE:IPFV_REC;ASPECT:IPFV;ABSNUM:PL;PERSON:1_PL_EXC
Ye' e̠' tkë'rë	Se' e̠' tkö̀rö	TENSE:IPFV_REC;ASPECT:IPFV;ABSNUM:PL;PERSON:1_PL_INC
Ye' e̠' tkë'rë	A' e̠' tkö̀rö	TENSE:IPFV_REC;ASPECT:IPFV;ABSNUM:PL;PERSON:2_PL
Ye' e̠' tkë'rë	Ie'pa e̠' tkö̀rö	TENSE:IPFV_REC;ASPECT:IPFV;ABSNUM:PL;PERSON:3_PL
Ye' e̠' tkë'rë	Be' e̠' tkö́rö	MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;PERSON:2_SI
Chìchi tö Po'tak kö'	Chìchi kë̀ wa̠ Po'tak kö̀ne̠	TYPE:NEG
Chìchi tö Po'tak kö'	Chìchi tö Po'tak kö'mi̠	ASPECT:INC
Chìchi tö Po'tak kö'	Chìchi tö Po'tak kué	TENSE:PRF_REC
Chìchi tö Po'tak kö'	Chìchi kë̀ wa̠ Po'tak kö̀ne̠	TYPE:NEG;TENSE:PRF_REC
Chìchi tö Po'tak kö'	Chìchi tö Po'tak kuémi̠	TENSE:PRF_REC;ASPECT:INC
Chìchi tö Po'tak kö'	Chìchi tö Po'tak kuè	TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kö'	Kë̀ chìchi tö Po'tak kue	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kö'	Chìchi tso Po'tak kuö́k	TENSE:IPFV_PROG;ASPECT:IPFV
Chìchi tö Po'tak kö'	Chìchi kë̀ ku̠ Po'tak kuö́k	TYPE:NEG;TENSE:IPFV_PROG;ASPECT:IPFV
Chìchi tö Po'tak kö'	Chìchi bák Po'tak kuö́k	TENSE:PRF_PROG
Chìchi tö Po'tak kö'	Chìchi kë̀ ku̠'bak Po'tak kuö́k	TYPE:NEG;TENSE:PRF_PROG
Chìchi tö Po'tak kö'	Po'tak kuö́	MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kö'	Kë̀ Po'tak kuök	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kö'	Kë̀ Po'tak kuwar	TYPE:NEG;MODE:IMP;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kö'	Po'tak kuö̀ sö	MODE:EXH;TENSE:IPFV_REC;ASPECT:IPFV;PERSON:1_PL_INC
Chìchi tö Po'tak kö'	Chìchi é̠n a̠ Po'tak kua'ku̠	MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kö'	Kë̀ chìchi é̠n a̠ Po'tak kua'ku̠	TYPE:NEG;MODE:DES;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kö'	Chìchi wa̠ Po'tak kua'	MODE:ADVERS
Chìchi tö Po'tak kö'	Chìchi tö Po'tak kuèke̠	TENSE:IPFV_HAB;ASPECT:IPFV
Chìchi tö Po'tak kö'	Kë̀ chìchi tö Po'tak kuèku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV
Chìchi tö Po'tak kö'	Chìchi tö Po'tak kuèmi̠	TENSE:FUT_POT;ASPECT:IPFV
Chìchi tö Po'tak kö'	Kë̀ chìchi tö Po'tak kuök	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV
Chìchi tö Po'tak kö'	Chìchi tö Po'tak kuèrâ	TENSE:FUT_CER;ASPECT:IPFV
Chìchi tö Po'tak kö'	Kë̀ chìchi tö Po'tak kuèpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV
Chìchi tö Po'tak kö'	Po'tak kö̀ne̠	VOICE:MID
Chìchi tö Po'tak kö'	Kë̀ Po'tak kö̀ne̠	TYPE:NEG;VOICE:MID
Chìchi tö Po'tak kö'	Po'tak kö̀na̠	TENSE:PRF_REC;VOICE:MID
Chìchi tö Po'tak kö'	Kë̀ Po'tak kö̀ne̠	TYPE:NEG;TENSE:PRF_REC;VOICE:MID
Chìchi tö Po'tak kö'	Po'tak kö̀r	TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kö'	Kë̀ Po'tak kör	TYPE:NEG;TENSE:IPFV_REC;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kö'	Po'tak kö̀rke̠	TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kö'	Kë̀ Po'tak kö̀rku̠	TYPE:NEG;TENSE:IPFV_HAB;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kö'	Po'tak kö̀rmi̠	TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kö'	Kë̀ Po'tak kö̀nu̠k	TYPE:NEG;TENSE:FUT_POT;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kö'	Po'tak kö̀rdâ	TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kö'	Kë̀ Po'tak kö̀rpa	TYPE:NEG;TENSE:FUT_CER;ASPECT:IPFV;VOICE:MID
Chìchi tö Po'tak kö'	Chìchi wa̠ Po'tak kö́rule	TENSE:PAS_PLU
Chìchi tö Po'tak kö'	Chìchi kë̀ wa̠ Po'tak kö́rule	TYPE:NEG;TENSE:PAS_PLU
Chìchi tö Po'tak kö'	Chìchi a̠ Po'tak kö́r	MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
Chìchi tö Po'tak kö'	Kë̀ chìchi a̠ Po'tak kö́r	TYPE:NEG;MODE:POT;TENSE:IPFV_REC;ASPECT:IPFV
